 512   24.878 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512   12.462 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    8.345 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    6.228 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    4.993 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    4.167 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    3.601 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    3.143 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    2.816 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    2.542 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    2.394 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    2.186 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    2.032 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    1.926 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    1.812 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    1.757 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    1.873 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    1.921 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    1.838 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    1.805 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    1.772 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    1.763 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    1.625 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    1.670 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    1.583 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    1.557 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    1.533 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    1.520 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    1.480 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    1.406 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
 512    1.384 3.3397328853607178e-01    1.582 1.3800755739212036e+00   -0.465
