   2    0.006 1.4600097131278744e-07   22.708 2.3841857910156250e-07   22.000
   4    0.010 3.4755180422507692e-07   21.456 4.7683715820312500e-07   21.000
   8    0.018 6.6997250769418315e-07   20.509 1.7881393432617188e-06   19.093
  16    0.041 1.4247469835027005e-06   19.421 5.3644180297851562e-06   17.508
  32    0.172 3.7479557096958160e-02    4.738 5.8177012205123901e-01    0.781
  64    1.408 2.4685421586036682e-01    2.018 1.2718944549560547e+00   -0.347
 128   13.313 5.0639504194259644e-01    0.982 1.4135171175003052e+00   -0.499
