   2    0.002 2.3084780309545749e-07   22.047 3.5762786865234375e-07   21.415
   4    0.002 3.2098083124765253e-07   21.571 5.9604644775390625e-07   20.678
   8    0.002 3.0565547604055610e-07   21.642 1.0728836059570312e-06   19.830
  16    0.002 6.2836051029080409e-07   20.602 3.3378601074218750e-06   18.193
  32    0.002 3.7479601800441742e-02    4.738 5.8177030086517334e-01    0.781
  64    0.005 2.4685421586036682e-01    2.018 1.2718946933746338e+00   -0.347
 128    0.029 5.0639498233795166e-01    0.982 1.4135112762451172e+00   -0.499
 256    0.211                  nan      nan                  inf     -inf
